Student_ID,Course,Total_Classes,Classes_Attended,Attendance_Percentage
4252,C,120,67,55.83
4404,C,120,67,55.83
4579,G,120,67,55.83
4583,B,120,67,55.83
4609,G,120,67,55.83
4689,B,120,67,55.83
4696,B,120,67,55.83
4771,B,120,67,55.83
4801,G,120,67,55.83
4846,B,120,67,55.83
4874,B,120,67,55.83
4921,G,120,67,55.83
4981,B,120,67,55.83
50,F,120,68,56.67
93,F,120,68,56.67
114,F,120,68,56.67
117,A,120,68,56.67
121,F,120,68,56.67
257,A,120,68,56.67
310,F,120,68,56.67
325,A,120,68,56.67
356,F,120,68,56.67
425,F,120,68,56.67
494,A,120,68,56.67
930,E,120,68,56.67
966,E,120,68,56.67
1042,D,120,68,56.67
1238,D,120,68,56.67
1273,D,120,68,56.67
1342,D,120,68,56.67
1577,C,120,68,56.67
1618,C,120,68,56.67
1685,C,120,68,56.67
1690,C,120,68,56.67
2013,G,120,68,56.67
2033,B,120,68,56.67
2073,B,120,68,56.67
2085,G,120,68,56.67
2127,B,120,68,56.67
2189,B,120,68,56.67
2195,B,120,68,56.67
2204,B,120,68,56.67
2212,G,120,68,56.67
2224,G,120,68,56.67
2234,B,120,68,56.67
2281,B,120,68,56.67
2370,G,120,68,56.67
2389,B,120,68,56.67
2427,B,120,68,56.67
2438,G,120,68,56.67
2480,B,120,68,56.67
2488,G,120,68,56.67
2520,A,120,68,56.67
2572,F,120,68,56.67
2587,A,120,68,56.67
2665,F,120,68,56.67
2666,F,120,68,56.67
2726,A,120,68,56.67
2733,F,120,68,56.67
2841,A,120,68,56.67
2854,A,120,68,56.67
2885,F,120,68,56.67
2928,F,120,68,56.67
2946,A,120,68,56.67
2989,A,120,68,56.67
2991,A,120,68,56.67
3028,E,120,68,56.67
3042,E,120,68,56.67
3060,E,120,68,56.67
3184,E,120,68,56.67
3206,E,120,68,56.67
3233,E,120,68,56.67
3395,E,120,68,56.67
3529,D,120,68,56.67
3539,D,120,68,56.67
3570,D,120,68,56.67
3576,D,120,68,56.67
3736,D,120,68,56.67
3881,D,120,68,56.67
4009,C,120,68,56.67
4067,C,120,68,56.67
4347,C,120,68,56.67
4391,C,120,68,56.67
4398,C,120,68,56.67
4419,C,120,68,56.67
4485,C,120,68,56.67
4501,G,120,68,56.67
4519,B,120,68,56.67
4525,B,120,68,56.67
4527,B,120,68,56.67
4553,G,120,68,56.67
4571,G,120,68,56.67
4624,B,120,68,56.67
4654,G,120,68,56.67
4657,G,120,68,56.67
4658,G,120,68,56.67
4675,B,120,68,56.67
4691,B,120,68,56.67
4762,B,120,68,56.67
4765,B,120,68,56.67
4770,B,120,68,56.67
4849,G,120,68,56.67
4857,B,120,68,56.67
4915,G,120,68,56.67
17,F,120,69,57.5
69,F,120,69,57.5
127,F,120,69,57.5
128,F,120,69,57.5
135,F,120,69,57.5
147,F,120,69,57.5
248,A,120,69,57.5
248,F,120,69,57.5
278,F,120,69,57.5
285,A,120,69,57.5
302,A,120,69,57.5
339,F,120,69,57.5
355,F,120,69,57.5
379,A,120,69,57.5
415,F,120,69,57.5
437,F,120,69,57.5
463,A,120,69,57.5
470,F,120,69,57.5
480,F,120,69,57.5
490,F,120,69,57.5
610,E,120,69,57.5
667,E,120,69,57.5
731,E,120,69,57.5
774,E,120,69,57.5
779,E,120,69,57.5
815,E,120,69,57.5
857,E,120,69,57.5
882,E,120,69,57.5
999,E,120,69,57.5
1015,D,120,69,57.5
1026,D,120,69,57.5
1038,D,120,69,57.5
1165,D,120,69,57.5
1180,D,120,69,57.5
1236,D,120,69,57.5
1471,D,120,69,57.5
1488,D,120,69,57.5
1489,D,120,69,57.5
1552,C,120,69,57.5
1565,C,120,69,57.5
1569,C,120,69,57.5
1653,C,120,69,57.5
1663,C,120,69,57.5
1674,C,120,69,57.5
1713,C,120,69,57.5
1746,C,120,69,57.5
1755,C,120,69,57.5
1851,C,120,69,57.5
1858,C,120,69,57.5
1925,C,120,69,57.5
1935,C,120,69,57.5
2002,B,120,69,57.5
2024,G,120,69,57.5
2044,G,120,69,57.5
2142,G,120,69,57.5
2159,B,120,69,57.5
2170,B,120,69,57.5
2176,G,120,69,57.5
2191,G,120,69,57.5
2247,B,120,69,57.5
2362,B,120,69,57.5
2396,G,120,69,57.5
2399,B,120,69,57.5
2476,G,120,69,57.5
2487,B,120,69,57.5
2511,F,120,69,57.5
2553,A,120,69,57.5
2558,A,120,69,57.5
2678,A,120,69,57.5
2693,A,120,69,57.5
2693,F,120,69,57.5
2694,A,120,69,57.5
2709,A,120,69,57.5
2734,F,120,69,57.5
2761,F,120,69,57.5
2788,F,120,69,57.5
2801,A,120,69,57.5
2828,F,120,69,57.5
2845,A,120,69,57.5
2849,A,120,69,57.5
2891,F,120,69,57.5
2896,F,120,69,57.5
2901,A,120,69,57.5
2904,A,120,69,57.5
2949,A,120,69,57.5
2952,A,120,69,57.5
2982,F,120,69,57.5
3029,E,120,69,57.5
3044,E,120,69,57.5
3072,E,120,69,57.5
3152,E,120,69,57.5
3358,E,120,69,57.5
3373,E,120,69,57.5
3402,E,120,69,57.5
3405,E,120,69,57.5
3465,E,120,69,57.5
3470,E,120,69,57.5
3490,E,120,69,57.5
3512,D,120,69,57.5
3525,D,120,69,57.5
3591,D,120,69,57.5
3749,D,120,69,57.5
3873,D,120,69,57.5
3880,D,120,69,57.5
4015,C,120,69,57.5
4097,C,120,69,57.5
4161,C,120,69,57.5
4224,C,120,69,57.5
4273,C,120,69,57.5
4378,C,120,69,57.5
4536,B,120,69,57.5
4539,B,120,69,57.5
4552,B,120,69,57.5
4591,G,120,69,57.5
4660,B,120,69,57.5
4748,G,120,69,57.5
4870,B,120,69,57.5
4871,B,120,69,57.5
4884,G,120,69,57.5
4890,B,120,69,57.5
4895,G,120,69,57.5
4906,G,120,69,57.5
4956,B,120,69,57.5
4990,G,120,69,57.5
25,F,120,70,58.33
149,A,120,70,58.33
160,F,120,70,58.33
194,F,120,70,58.33
230,A,120,70,58.33
235,A,120,70,58.33
256,F,120,70,58.33
277,F,120,70,58.33
333,A,120,70,58.33
345,A,120,70,58.33
361,F,120,70,58.33
362,F,120,70,58.33
365,A,120,70,58.33
376,F,120,70,58.33
381,A,120,70,58.33
382,F,120,70,58.33
424,F,120,70,58.33
426,A,120,70,58.33
441,A,120,70,58.33
483,A,120,70,58.33
494,F,120,70,58.33
500,E,120,70,58.33
512,E,120,70,58.33
537,E,120,70,58.33
542,E,120,70,58.33
606,E,120,70,58.33
633,E,120,70,58.33
683,E,120,70,58.33
715,E,120,70,58.33
842,E,120,70,58.33
871,E,120,70,58.33
899,E,120,70,58.33
985,E,120,70,58.33
988,E,120,70,58.33
1134,D,120,70,58.33
1167,D,120,70,58.33
1171,D,120,70,58.33
1173,D,120,70,58.33
1247,D,120,70,58.33
1258,D,120,70,58.33
1285,D,120,70,58.33
1335,D,120,70,58.33
1343,D,120,70,58.33
1370,D,120,70,58.33
1394,D,120,70,58.33
1510,C,120,70,58.33
1530,C,120,70,58.33
1550,C,120,70,58.33
1609,C,120,70,58.33
1721,C,120,70,58.33
1767,C,120,70,58.33
1999,C,120,70,58.33
2035,B,120,70,58.33
2049,G,120,70,58.33
2050,G,120,70,58.33
2064,B,120,70,58.33
2077,G,120,70,58.33
2094,B,120,70,58.33
2113,B,120,70,58.33
2151,B,120,70,58.33
2164,B,120,70,58.33
2175,G,120,70,58.33
2216,G,120,70,58.33
2276,B,120,70,58.33
2276,G,120,70,58.33
2327,G,120,70,58.33
2340,B,120,70,58.33
2348,G,120,70,58.33
2355,G,120,70,58.33
2375,G,120,70,58.33
2385,B,120,70,58.33
2409,G,120,70,58.33
2420,G,120,70,58.33
2433,B,120,70,58.33
2449,G,120,70,58.33
2457,G,120,70,58.33
2468,B,120,70,58.33
2517,A,120,70,58.33
2538,A,120,70,58.33
2634,A,120,70,58.33
2640,A,120,70,58.33
2644,F,120,70,58.33
2657,F,120,70,58.33
2710,F,120,70,58.33
2711,A,120,70,58.33
2749,F,120,70,58.33
2750,A,120,70,58.33
2776,A,120,70,58.33
2782,A,120,70,58.33
2820,F,120,70,58.33
2822,F,120,70,58.33
2877,A,120,70,58.33
2898,A,120,70,58.33
2937,F,120,70,58.33
2948,A,120,70,58.33
2960,F,120,70,58.33
2998,A,120,70,58.33
3033,E,120,70,58.33
3038,E,120,70,58.33
3058,E,120,70,58.33
3130,E,120,70,58.33
3137,E,120,70,58.33
3165,E,120,70,58.33
3183,E,120,70,58.33
3185,E,120,70,58.33
3216,E,120,70,58.33
3217,E,120,70,58.33
3223,E,120,70,58.33
3323,E,120,70,58.33
3436,E,120,70,58.33
3450,E,120,70,58.33
3511,D,120,70,58.33
3521,D,120,70,58.33
3555,D,120,70,58.33
3602,D,120,70,58.33
3713,D,120,70,58.33
3737,D,120,70,58.33
3744,D,120,70,58.33
3790,D,120,70,58.33
3803,D,120,70,58.33
3814,D,120,70,58.33
3847,D,120,70,58.33
3911,D,120,70,58.33
3943,D,120,70,58.33
4014,C,120,70,58.33
4020,C,120,70,58.33
4028,C,120,70,58.33
4046,C,120,70,58.33
4106,C,120,70,58.33
4120,C,120,70,58.33
4217,C,120,70,58.33
4236,C,120,70,58.33
4395,C,120,70,58.33
4399,C,120,70,58.33
4427,C,120,70,58.33
4521,G,120,70,58.33
4550,G,120,70,58.33
4573,G,120,70,58.33
4622,B,120,70,58.33
4640,B,120,70,58.33
4661,B,120,70,58.33
4719,G,120,70,58.33
4755,G,120,70,58.33
4763,G,120,70,58.33
4788,G,120,70,58.33
4802,G,120,70,58.33
4819,B,120,70,58.33
4867,B,120,70,58.33
4874,G,120,70,58.33
4876,B,120,70,58.33
4892,B,120,70,58.33
4936,G,120,70,58.33
4979,B,120,70,58.33
4982,G,120,70,58.33
19,F,120,71,59.17
31,F,120,71,59.17
34,A,120,71,59.17
37,F,120,71,59.17
38,A,120,71,59.17
48,F,120,71,59.17
61,A,120,71,59.17
90,A,120,71,59.17
92,A,120,71,59.17
114,A,120,71,59.17
116,A,120,71,59.17
125,A,120,71,59.17
126,F,120,71,59.17
127,A,120,71,59.17
132,F,120,71,59.17
138,F,120,71,59.17
140,F,120,71,59.17
230,F,120,71,59.17
240,A,120,71,59.17
242,F,120,71,59.17
263,F,120,71,59.17
268,A,120,71,59.17
305,A,120,71,59.17
337,F,120,71,59.17
354,A,120,71,59.17
373,F,120,71,59.17
380,A,120,71,59.17
385,F,120,71,59.17
430,A,120,71,59.17
458,F,120,71,59.17
499,A,120,71,59.17
503,E,120,71,59.17
513,E,120,71,59.17
516,E,120,71,59.17
557,E,120,71,59.17
579,E,120,71,59.17
586,E,120,71,59.17
611,E,120,71,59.17
615,E,120,71,59.17
663,E,120,71,59.17
685,E,120,71,59.17
728,E,120,71,59.17
805,E,120,71,59.17
825,E,120,71,59.17
837,E,120,71,59.17
838,E,120,71,59.17
869,E,120,71,59.17
909,E,120,71,59.17
910,E,120,71,59.17
938,E,120,71,59.17
1034,D,120,71,59.17
1070,D,120,71,59.17
1085,D,120,71,59.17
1148,D,120,71,59.17
1163,D,120,71,59.17
1170,D,120,71,59.17
1244,D,120,71,59.17
1303,D,120,71,59.17
1326,D,120,71,59.17
1328,D,120,71,59.17
1356,D,120,71,59.17
1404,D,120,71,59.17
1414,D,120,71,59.17
1446,D,120,71,59.17
1533,C,120,71,59.17
1542,C,120,71,59.17
1596,C,120,71,59.17
1617,C,120,71,59.17
1630,C,120,71,59.17
1807,C,120,71,59.17
1823,C,120,71,59.17
1865,C,120,71,59.17
1919,C,120,71,59.17
1922,C,120,71,59.17
1930,C,120,71,59.17
1944,C,120,71,59.17
1945,C,120,71,59.17
2042,G,120,71,59.17
2103,B,120,71,59.17
2114,B,120,71,59.17
2149,G,120,71,59.17
2150,G,120,71,59.17
2172,G,120,71,59.17
2192,G,120,71,59.17
2195,G,120,71,59.17
2238,B,120,71,59.17
2257,G,120,71,59.17
2275,B,120,71,59.17
2280,G,120,71,59.17
2285,G,120,71,59.17
2299,G,120,71,59.17
2300,B,120,71,59.17
2312,B,120,71,59.17
2312,G,120,71,59.17
2319,B,120,71,59.17
2332,B,120,71,59.17
2338,B,120,71,59.17
2344,B,120,71,59.17
2350,G,120,71,59.17
2421,B,120,71,59.17
2451,B,120,71,59.17
2455,B,120,71,59.17
2487,G,120,71,59.17
2494,G,120,71,59.17
2518,A,120,71,59.17
2524,F,120,71,59.17
2549,A,120,71,59.17
2561,F,120,71,59.17
2575,A,120,71,59.17
2575,F,120,71,59.17
2580,F,120,71,59.17
2583,A,120,71,59.17
2593,A,120,71,59.17
2605,F,120,71,59.17
2614,F,120,71,59.17
2646,A,120,71,59.17
2664,F,120,71,59.17
2673,A,120,71,59.17
2685,A,120,71,59.17
2718,F,120,71,59.17
2748,A,120,71,59.17
2787,A,120,71,59.17
2816,A,120,71,59.17
2819,A,120,71,59.17
2824,A,120,71,59.17
2848,F,120,71,59.17
2857,F,120,71,59.17
2859,A,120,71,59.17
2882,F,120,71,59.17
2897,F,120,71,59.17
2899,A,120,71,59.17
2907,F,120,71,59.17
2920,F,120,71,59.17
2925,F,120,71,59.17
2946,F,120,71,59.17
2985,A,120,71,59.17
2998,F,120,71,59.17
3001,E,120,71,59.17
3010,E,120,71,59.17
3026,E,120,71,59.17
3053,E,120,71,59.17
3076,E,120,71,59.17
3081,E,120,71,59.17
3091,E,120,71,59.17
3144,E,120,71,59.17
3176,E,120,71,59.17
3187,E,120,71,59.17
3188,E,120,71,59.17
3237,E,120,71,59.17
3278,E,120,71,59.17
3302,E,120,71,59.17
3368,E,120,71,59.17
3457,E,120,71,59.17
3524,D,120,71,59.17
3629,D,120,71,59.17
3640,D,120,71,59.17
3689,D,120,71,59.17
3729,D,120,71,59.17
3734,D,120,71,59.17
3770,D,120,71,59.17
3776,D,120,71,59.17
3800,D,120,71,59.17
3904,D,120,71,59.17
3930,D,120,71,59.17
3949,D,120,71,59.17
3966,D,120,71,59.17
3968,D,120,71,59.17
3996,D,120,71,59.17
4003,C,120,71,59.17
4060,C,120,71,59.17
4091,C,120,71,59.17
4181,C,120,71,59.17
4197,C,120,71,59.17
4209,C,120,71,59.17
4226,C,120,71,59.17
4227,C,120,71,59.17
4278,C,120,71,59.17
4280,C,120,71,59.17
4283,C,120,71,59.17
4284,C,120,71,59.17
4297,C,120,71,59.17
4331,C,120,71,59.17
4390,C,120,71,59.17
4424,C,120,71,59.17
4448,C,120,71,59.17
4461,C,120,71,59.17
4530,G,120,71,59.17
4607,G,120,71,59.17
4610,B,120,71,59.17
4630,G,120,71,59.17
4631,B,120,71,59.17
4644,G,120,71,59.17
4645,B,120,71,59.17
4664,B,120,71,59.17
4698,B,120,71,59.17
4709,G,120,71,59.17
4722,G,120,71,59.17
4729,G,120,71,59.17
4736,B,120,71,59.17
4755,B,120,71,59.17
4784,G,120,71,59.17
4791,G,120,71,59.17
4803,G,120,71,59.17
4810,B,120,71,59.17
4824,B,120,71,59.17
4831,G,120,71,59.17
4832,B,120,71,59.17
4847,G,120,71,59.17
4866,B,120,71,59.17
4915,B,120,71,59.17
4943,G,120,71,59.17
4948,B,120,71,59.17
4954,B,120,71,59.17
4970,G,120,71,59.17
4971,B,120,71,59.17
4972,B,120,71,59.17
4973,B,120,71,59.17
4995,G,120,71,59.17
27,A,120,72,60.0
31,A,120,72,60.0
40,A,120,72,60.0
46,F,120,72,60.0
51,A,120,72,60.0
59,F,120,72,60.0
62,A,120,72,60.0
63,F,120,72,60.0
87,F,120,72,60.0
98,F,120,72,60.0
107,A,120,72,60.0
130,F,120,72,60.0
131,F,120,72,60.0
137,A,120,72,60.0
142,F,120,72,60.0
146,F,120,72,60.0
155,A,120,72,60.0
156,A,120,72,60.0
170,F,120,72,60.0
181,A,120,72,60.0
188,A,120,72,60.0
202,A,120,72,60.0
202,F,120,72,60.0
210,F,120,72,60.0
212,F,120,72,60.0
214,F,120,72,60.0
229,A,120,72,60.0
232,A,120,72,60.0
259,F,120,72,60.0
288,A,120,72,60.0
313,A,120,72,60.0
325,F,120,72,60.0
364,A,120,72,60.0
369,F,120,72,60.0
371,A,120,72,60.0
382,A,120,72,60.0
384,F,120,72,60.0
408,A,120,72,60.0
408,F,120,72,60.0
409,A,120,72,60.0
423,A,120,72,60.0
435,A,120,72,60.0
435,F,120,72,60.0
437,A,120,72,60.0
445,A,120,72,60.0
449,A,120,72,60.0
457,A,120,72,60.0
475,A,120,72,60.0
478,A,120,72,60.0
504,E,120,72,60.0
508,E,120,72,60.0
568,E,120,72,60.0
582,E,120,72,60.0
609,E,120,72,60.0
635,E,120,72,60.0
636,E,120,72,60.0
652,E,120,72,60.0
672,E,120,72,60.0
686,E,120,72,60.0
688,E,120,72,60.0
699,E,120,72,60.0
701,E,120,72,60.0
707,E,120,72,60.0
734,E,120,72,60.0
769,E,120,72,60.0
778,E,120,72,60.0
807,E,120,72,60.0
813,E,120,72,60.0
872,E,120,72,60.0
885,E,120,72,60.0
905,E,120,72,60.0
929,E,120,72,60.0
1017,D,120,72,60.0
1052,D,120,72,60.0
1103,D,120,72,60.0
1107,D,120,72,60.0
1111,D,120,72,60.0
1139,D,120,72,60.0
1147,D,120,72,60.0
1230,D,120,72,60.0
1231,D,120,72,60.0
1267,D,120,72,60.0
1268,D,120,72,60.0
1289,D,120,72,60.0
1299,D,120,72,60.0
1317,D,120,72,60.0
1329,D,120,72,60.0
1331,D,120,72,60.0
1350,D,120,72,60.0
1376,D,120,72,60.0
1387,D,120,72,60.0
1417,D,120,72,60.0
1420,D,120,72,60.0
1448,D,120,72,60.0
1450,D,120,72,60.0
1453,D,120,72,60.0
1461,D,120,72,60.0
1475,D,120,72,60.0
1513,C,120,72,60.0
1519,C,120,72,60.0
1521,C,120,72,60.0
1562,C,120,72,60.0
1589,C,120,72,60.0
1591,C,120,72,60.0
1607,C,120,72,60.0
1693,C,120,72,60.0
1734,C,120,72,60.0
1748,C,120,72,60.0
1774,C,120,72,60.0
1826,C,120,72,60.0
1828,C,120,72,60.0
1829,C,120,72,60.0
1834,C,120,72,60.0
1877,C,120,72,60.0
1879,C,120,72,60.0
1895,C,120,72,60.0
1901,C,120,72,60.0
1958,C,120,72,60.0
1992,C,120,72,60.0
2052,B,120,72,60.0
2057,B,120,72,60.0
2074,B,120,72,60.0
2080,G,120,72,60.0
2092,B,120,72,60.0
2107,B,120,72,60.0
2138,G,120,72,60.0
2151,G,120,72,60.0
2158,G,120,72,60.0
2202,G,120,72,60.0
2229,G,120,72,60.0
2241,G,120,72,60.0
2250,B,120,72,60.0
2279,B,120,72,60.0
2295,G,120,72,60.0
2296,G,120,72,60.0
2317,B,120,72,60.0
2346,G,120,72,60.0
2349,B,120,72,60.0
2364,B,120,72,60.0
2372,G,120,72,60.0
2376,B,120,72,60.0
2384,G,120,72,60.0
2389,G,120,72,60.0
2404,G,120,72,60.0
2413,B,120,72,60.0
2422,B,120,72,60.0
2425,B,120,72,60.0
2497,B,120,72,60.0
2519,F,120,72,60.0
2528,A,120,72,60.0
2556,F,120,72,60.0
2560,A,120,72,60.0
2574,A,120,72,60.0
2585,F,120,72,60.0
2588,A,120,72,60.0
2598,A,120,72,60.0
2601,F,120,72,60.0
2639,A,120,72,60.0
2691,F,120,72,60.0
2725,A,120,72,60.0
2759,F,120,72,60.0
2774,A,120,72,60.0
2775,A,120,72,60.0
2798,F,120,72,60.0
2836,A,120,72,60.0
2850,A,120,72,60.0
2865,F,120,72,60.0
2871,A,120,72,60.0
2876,F,120,72,60.0
2884,A,120,72,60.0
2887,A,120,72,60.0
2892,A,120,72,60.0
2906,A,120,72,60.0
2916,A,120,72,60.0
2927,A,120,72,60.0
2950,A,120,72,60.0
2961,F,120,72,60.0
2966,F,120,72,60.0
2990,F,120,72,60.0
2994,A,120,72,60.0
3009,E,120,72,60.0
3013,E,120,72,60.0
3018,E,120,72,60.0
3111,E,120,72,60.0
3232,E,120,72,60.0
3259,E,120,72,60.0
3269,E,120,72,60.0
3271,E,120,72,60.0
3305,E,120,72,60.0
3324,E,120,72,60.0
3356,E,120,72,60.0
3357,E,120,72,60.0
3410,E,120,72,60.0
3459,E,120,72,60.0
3460,E,120,72,60.0
3486,E,120,72,60.0
3527,D,120,72,60.0
3606,D,120,72,60.0
3609,D,120,72,60.0
3685,D,120,72,60.0
3725,D,120,72,60.0
3731,D,120,72,60.0
3782,D,120,72,60.0
3789,D,120,72,60.0
3797,D,120,72,60.0
3801,D,120,72,60.0
3928,D,120,72,60.0
3952,D,120,72,60.0
3959,D,120,72,60.0
3995,D,120,72,60.0
4026,C,120,72,60.0
4040,C,120,72,60.0
4054,C,120,72,60.0
4098,C,120,72,60.0
4124,C,120,72,60.0
4174,C,120,72,60.0
4210,C,120,72,60.0
4232,C,120,72,60.0
4251,C,120,72,60.0
4338,C,120,72,60.0
4381,C,120,72,60.0
4384,C,120,72,60.0
4387,C,120,72,60.0
4422,C,120,72,60.0
4472,C,120,72,60.0
4476,C,120,72,60.0
4504,G,120,72,60.0
4507,G,120,72,60.0
4508,G,120,72,60.0
4563,B,120,72,60.0
4576,G,120,72,60.0
4628,B,120,72,60.0
4629,B,120,72,60.0
4639,B,120,72,60.0
4649,G,120,72,60.0
4659,G,120,72,60.0
4713,G,120,72,60.0
4717,G,120,72,60.0
4732,G,120,72,60.0
4737,B,120,72,60.0
4737,G,120,72,60.0
4749,G,120,72,60.0
4751,B,120,72,60.0
4773,G,120,72,60.0
4784,B,120,72,60.0
4790,B,120,72,60.0
4794,G,120,72,60.0
4818,G,120,72,60.0
4821,B,120,72,60.0
4842,B,120,72,60.0
4845,B,120,72,60.0
4853,G,120,72,60.0
4856,B,120,72,60.0
4862,G,120,72,60.0
4867,G,120,72,60.0
4883,B,120,72,60.0
4891,B,120,72,60.0
4901,B,120,72,60.0
4903,G,120,72,60.0
4906,B,120,72,60.0
4911,G,120,72,60.0
4914,B,120,72,60.0
4930,B,120,72,60.0
4931,G,120,72,60.0
4937,G,120,72,60.0
4986,G,120,72,60.0
49,A,120,73,60.83
64,F,120,73,60.83
71,F,120,73,60.83
77,F,120,73,60.83
82,A,120,73,60.83
84,F,120,73,60.83
94,F,120,73,60.83
145,F,120,73,60.83
201,F,120,73,60.83
224,F,120,73,60.83
237,A,120,73,60.83
238,A,120,73,60.83
239,F,120,73,60.83
253,F,120,73,60.83
267,F,120,73,60.83
287,F,120,73,60.83
288,F,120,73,60.83
291,F,120,73,60.83
293,A,120,73,60.83
297,A,120,73,60.83
301,F,120,73,60.83
311,F,120,73,60.83
318,F,120,73,60.83
342,A,120,73,60.83
346,F,120,73,60.83
363,A,120,73,60.83
363,F,120,73,60.83
371,F,120,73,60.83
372,A,120,73,60.83
388,A,120,73,60.83
388,F,120,73,60.83
396,A,120,73,60.83
402,A,120,73,60.83
405,F,120,73,60.83
407,A,120,73,60.83
419,A,120,73,60.83
421,F,120,73,60.83
429,F,120,73,60.83
431,A,120,73,60.83
438,F,120,73,60.83
442,F,120,73,60.83
452,A,120,73,60.83
454,A,120,73,60.83
459,F,120,73,60.83
478,F,120,73,60.83
488,A,120,73,60.83
499,F,120,73,60.83
552,E,120,73,60.83
605,E,120,73,60.83
612,E,120,73,60.83
649,E,120,73,60.83
655,E,120,73,60.83
665,E,120,73,60.83
671,E,120,73,60.83
692,E,120,73,60.83
695,E,120,73,60.83
703,E,120,73,60.83
742,E,120,73,60.83
793,E,120,73,60.83
816,E,120,73,60.83
859,E,120,73,60.83
888,E,120,73,60.83
